age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,education,employment_type,marital_status,loan_purpose,has_mortgage,has_dependents,has_cosigner,default
47,,33122.0,508.0,263.0,1.0,17.68,24.0,0.87,Bachelor's,Self-employed,Married,Education,No,No,No,1
53,60144.76,20673.0,675.0,184.0,2.0,19.34,12.0,0.18,High School,Part-time,Divorced,Auto,No,Yes,No,0
27,60586.32,30653.0,384.0,100.0,12.0,20.48,48.0,0.87,Master's,Full-time,Single,Business,Yes,Yes,No,0
53,51383.33,44336.0,506.0,88.0,4.0,5.17,36.0,0.67,Bachelor's,Full-time,Married,Home,No,Yes,No,1
25,57005.79,21822.0,646.0,46.0,7.0,20.71,12.0,0.85,High School,Full-time,Married,Business,No,Yes,No,0
32,50720.89,7867.0,460.0,81.0,17.0,22.08,36.0,0.14,High School,Part-time,Divorced,Personal,No,No,No,1
38,18752.83,47944.0,749.0,123.0,5.0,4.47,36.0,0.46,High School,Full-time,Married,Business,No,No,No,1
59,107612.3,37002.0,415.0,263.0,2.0,4.34,60.0,0.86,Master's,Full-time,Single,Personal,No,No,Yes,0
45,69563.45,23381.0,661.0,146.0,13.0,15.34,36.0,0.62,Master's,Self-employed,Married,Home,No,No,Yes,0
26,35413.62,40069.0,550.0,240.0,8.0,14.18,48.0,0.54,Bachelor's,Full-time,Single,Auto,No,No,No,0
55,59601.21,18517.0,482.0,285.0,18.0,24.57,48.0,0.64,Bachelor's,Part-time,Single,Personal,Yes,No,No,1
27,28077.19,12830.0,627.0,90.0,4.0,9.83,48.0,0.25,Bachelor's,Part-time,Married,Auto,No,No,No,0
43,45115.97,11589.0,306.0,227.0,6.0,16.19,12.0,0.7,Bachelor's,Full-time,Married,Business,No,No,No,0
32,,35830.0,,153.0,9.0,14.39,60.0,0.32,Bachelor's,Full-time,Single,Education,Yes,Yes,No,0
69,53976.3,5627.0,686.0,250.0,10.0,15.02,12.0,0.33,High School,Part-time,Divorced,Education,No,No,No,0
37,23372.9,46910.0,669.0,333.0,4.0,17.68,12.0,0.58,Bachelor's,Full-time,Married,Business,Yes,No,Yes,0
54,62768.46,1468.0,847.0,200.0,4.0,15.06,48.0,0.12,Master's,Unemployed,Married,Business,No,Yes,Yes,0
30,68644.42,2344.0,378.0,214.0,7.0,3.65,12.0,0.14,Bachelor's,Full-time,Married,Education,No,Yes,No,0
27,38460.39,26454.0,520.0,172.0,14.0,21.64,36.0,0.11,Bachelor's,Full-time,Married,Business,Yes,Yes,No,1
37,58217.88,7098.0,711.0,63.0,12.0,7.82,24.0,0.71,PhD,Unemployed,Single,Education,Yes,Yes,Yes,1
50,37400.71,45869.0,778.0,29.0,15.0,8.47,36.0,0.12,Bachelor's,Full-time,Single,Personal,Yes,No,No,0
24,65234.62,33229.0,396.0,177.0,17.0,17.43,12.0,0.18,Bachelor's,Full-time,Married,Business,Yes,No,Yes,0
41,41227.64,37575.0,692.0,169.0,13.0,13.77,60.0,0.59,High School,Full-time,Married,Education,No,No,No,0
57,70779.4,38504.0,767.0,155.0,1.0,15.85,36.0,0.48,High School,Full-time,Married,Auto,No,Yes,No,1
40,18768.16,22341.0,670.0,57.0,13.0,14.2,12.0,0.39,Bachelor's,Full-time,Single,Education,Yes,No,Yes,0
47,34900.48,16375.0,692.0,30.0,16.0,12.48,60.0,0.38,Bachelor's,Self-employed,Divorced,Personal,No,Yes,No,0
24,32823.67,31106.0,317.0,345.0,13.0,13.89,48.0,0.79,Bachelor's,Full-time,Single,Personal,No,No,No,1
40,59067.08,37651.0,483.0,99.0,9.0,6.53,24.0,0.16,High School,Full-time,Single,Auto,No,Yes,No,1
41,66101.79,26905.0,442.0,127.0,18.0,24.34,12.0,0.84,Bachelor's,Full-time,Married,Home,No,No,No,0
53,60612.75,1091.0,762.0,314.0,16.0,15.86,36.0,0.29,Bachelor's,Full-time,Married,Business,No,No,No,0
28,44820.47,2884.0,806.0,227.0,12.0,9.67,24.0,0.49,High School,Full-time,Married,Personal,No,Yes,No,0
62,-901.74,14432.0,633.0,115.0,8.0,18.83,48.0,0.87,High School,Self-employed,Single,Personal,No,Yes,No,0
54,55774.05,48050.0,361.0,11.0,1.0,22.42,48.0,0.61,High School,Self-employed,Married,Education,Yes,Yes,No,0
61,70760.98,20505.0,462.0,300.0,13.0,9.87,24.0,0.3,Bachelor's,Full-time,Single,Auto,No,No,No,0
60,108610.18,15202.0,478.0,321.0,19.0,10.48,12.0,0.89,High School,Full-time,Divorced,Business,No,No,No,1
39,46512.1,11231.0,534.0,359.0,13.0,12.93,12.0,0.75,High School,Part-time,Married,Auto,No,Yes,No,1
61,41693.69,41410.0,359.0,195.0,3.0,8.17,60.0,0.35,High School,Unemployed,Married,Business,No,Yes,No,0
22,61405.1,41720.0,527.0,353.0,1.0,20.91,60.0,0.58,High School,Self-employed,Married,,Yes,Yes,Yes,0
32,49876.83,10595.0,538.0,182.0,14.0,16.06,12.0,0.54,Bachelor's,Part-time,Married,Auto,No,Yes,No,0
49,80507.47,21087.0,383.0,324.0,1.0,4.73,36.0,0.59,Bachelor's,Full-time,Single,Home,No,No,Yes,0
46,38836.23,5482.0,340.0,4.0,5.0,24.93,48.0,0.2,Master's,Full-time,Single,Business,No,No,No,0
44,50023.05,35749.0,737.0,318.0,5.0,15.86,60.0,0.62,Master's,Full-time,Married,Education,Yes,Yes,Yes,0
52,72524.26,14918.0,828.0,259.0,11.0,22.63,24.0,0.27,High School,Full-time,Divorced,Education,No,No,No,0
51,61167.29,30984.0,404.0,296.0,19.0,14.28,24.0,0.36,Bachelor's,Full-time,Married,Home,No,No,Yes,0
63,78224.15,43752.0,836.0,139.0,12.0,16.02,12.0,0.54,High School,Full-time,Single,Personal,Yes,Yes,No,0
56,46268.68,16813.0,681.0,353.0,8.0,13.27,24.0,0.27,Bachelor's,Part-time,Married,Auto,No,Yes,No,0
28,80265.69,5466.0,392.0,54.0,10.0,12.59,24.0,0.81,High School,Full-time,Divorced,Business,Yes,Yes,No,0
37,21723.19,35999.0,514.0,300.0,18.0,8.19,12.0,0.43,Bachelor's,Full-time,Divorced,Auto,Yes,No,Yes,1
47,22523.89,23165.0,516.0,155.0,9.0,24.19,36.0,0.23,High School,Full-time,Divorced,Business,No,No,Yes,0
69,80580.8,42164.0,788.0,314.0,11.0,7.41,12.0,0.15,Bachelor's,Full-time,Married,Personal,Yes,Yes,No,0
23,55146.99,14241.0,450.0,187.0,5.0,14.82,48.0,0.73,High School,Full-time,Divorced,Personal,No,Yes,No,1
22,73416.32,44179.0,673.0,255.0,13.0,5.37,60.0,0.76,Master's,Unemployed,Single,Auto,Yes,No,No,1
69,56989.42,14112.0,748.0,180.0,13.0,24.86,36.0,0.16,High School,Full-time,Married,Home,No,Yes,Yes,0
33,54859.18,25797.0,721.0,167.0,4.0,15.45,36.0,0.53,PhD,Self-employed,Single,Home,Yes,No,No,0
26,28439.58,10383.0,506.0,120.0,17.0,21.01,24.0,0.62,High School,Full-time,Married,Auto,Yes,No,No,1
58,54463.21,20699.0,776.0,307.0,14.0,15.6,60.0,0.83,Bachelor's,Full-time,Single,Home,Yes,No,Yes,0
53,82232.14,12481.0,525.0,10.0,9.0,20.81,60.0,0.14,Master's,Full-time,Married,Personal,No,Yes,No,0
30,56133.41,6175.0,686.0,351.0,2.0,14.99,36.0,0.38,High School,Part-time,Single,Auto,No,No,No,1
62,68641.56,18982.0,405.0,177.0,4.0,13.07,48.0,0.2,High School,Full-time,Single,Auto,Yes,No,Yes,1
56,68087.48,32334.0,375.0,305.0,11.0,13.3,48.0,0.44,Bachelor's,Full-time,Married,Auto,Yes,No,Yes,0
40,34745.84,18926.0,815.0,351.0,,3.55,24.0,0.4,Master's,Full-time,Single,Education,No,Yes,No,0
69,72142.61,9333.0,486.0,122.0,5.0,11.47,24.0,0.58,Master's,Full-time,Married,Education,No,No,Yes,0
37,48725.43,15460.0,831.0,47.0,16.0,23.97,48.0,0.64,Master's,Full-time,Single,Personal,No,No,Yes,0
24,49806.95,1089.0,574.0,181.0,6.0,18.02,60.0,0.87,High School,Full-time,Married,Business,No,No,Yes,1
41,96953.9,29561.0,838.0,305.0,5.0,23.27,48.0,0.23,High School,Full-time,Married,Education,Yes,Yes,Yes,0
45,66946.07,21790.0,317.0,240.0,13.0,7.81,36.0,0.74,Bachelor's,Self-employed,Divorced,Auto,No,No,No,1
54,42229.96,6490.0,584.0,255.0,9.0,14.06,12.0,0.78,High School,Self-employed,Married,Home,Yes,Yes,Yes,1
45,56290.76,49055.0,601.0,337.0,10.0,4.24,12.0,0.55,Bachelor's,Full-time,Single,Education,Yes,Yes,No,1
32,55732.4,44223.0,798.0,212.0,2.0,18.06,12.0,0.73,Master's,Full-time,Divorced,Home,No,No,Yes,0
29,88721.86,12704.0,556.0,296.0,15.0,20.36,60.0,0.38,Bachelor's,Full-time,Single,Business,No,No,No,1
57,55789.21,33627.0,518.0,219.0,12.0,19.58,48.0,0.13,Master's,Part-time,Single,Personal,Yes,No,Yes,0
59,,18593.0,656.0,27.0,12.0,5.37,36.0,0.22,Bachelor's,Full-time,Divorced,Auto,Yes,No,Yes,0
61,,38746.0,555.0,215.0,3.0,8.82,36.0,0.23,Bachelor's,Part-time,Single,Auto,No,Yes,No,0
41,54352.94,36992.0,573.0,245.0,15.0,17.6,24.0,0.8,High School,Full-time,Single,Education,No,Yes,No,0
56,39742.89,38624.0,633.0,198.0,19.0,19.82,60.0,0.87,High School,Part-time,Married,Auto,No,Yes,Yes,0
69,45103.43,25177.0,667.0,190.0,13.0,9.4,36.0,0.42,High School,Full-time,Divorced,Home,Yes,No,Yes,0
46,45537.57,23623.0,314.0,128.0,3.0,12.23,24.0,0.63,Bachelor's,Part-time,Single,Business,Yes,No,No,0
56,40773.87,26935.0,478.0,160.0,13.0,11.05,60.0,0.34,Bachelor's,Self-employed,Married,Auto,Yes,No,No,1
46,89603.44,1148.0,,32.0,5.0,3.6,36.0,0.46,High School,Unemployed,Single,Home,No,Yes,No,1
50,83451.21,16263.0,702.0,10.0,11.0,15.9,48.0,0.6,Master's,Full-time,Married,Home,Yes,No,No,0
39,63052.89,25449.0,387.0,214.0,17.0,17.89,36.0,0.78,PhD,Full-time,Divorced,Auto,Yes,Yes,No,0
67,45512.96,25083.0,393.0,241.0,19.0,9.44,60.0,0.44,High School,Self-employed,Single,Business,No,Yes,No,0
39,41335.34,32602.0,694.0,283.0,12.0,18.29,24.0,0.66,Bachelor's,Full-time,Married,Personal,Yes,No,Yes,0
23,69836.17,43314.0,327.0,245.0,5.0,8.72,60.0,0.3,Bachelor's,Full-time,Married,Auto,No,No,No,1
56,61003.02,14538.0,374.0,189.0,17.0,18.88,12.0,0.36,High School,Full-time,Married,,No,No,No,0
37,52103.48,47883.0,353.0,302.0,19.0,13.33,36.0,0.28,Bachelor's,Self-employed,Married,Home,Yes,No,Yes,0
62,65823.86,27981.0,620.0,329.0,11.0,22.25,12.0,0.79,Master's,Unemployed,Married,Personal,No,Yes,No,1
57,,49956.0,533.0,71.0,2.0,15.21,48.0,0.19,Bachelor's,Unemployed,Married,Home,No,No,Yes,1
54,51919.2,3363.0,529.0,244.0,6.0,7.47,24.0,0.72,High School,Full-time,Married,Business,No,No,No,0
25,39253.48,28508.0,631.0,82.0,3.0,21.17,48.0,0.61,High School,Self-employed,Single,Home,No,No,No,0
54,28577.69,4107.0,771.0,113.0,15.0,20.22,60.0,0.62,Bachelor's,Part-time,Single,Personal,No,No,Yes,1
35,60012.63,6628.0,616.0,263.0,18.0,5.31,36.0,0.8,Bachelor's,Full-time,Divorced,Business,No,No,Yes,1
42,98344.92,2451.0,400.0,68.0,17.0,4.53,24.0,0.52,Bachelor's,Self-employed,Married,Auto,Yes,Yes,Yes,1
69,32786.73,49963.0,547.0,333.0,15.0,6.43,12.0,0.16,Master's,Full-time,Divorced,Home,No,No,No,0
41,76989.38,42409.0,779.0,300.0,2.0,21.67,12.0,0.84,Bachelor's,Self-employed,Divorced,Auto,No,Yes,Yes,0
29,41488.88,16180.0,520.0,160.0,5.0,10.39,60.0,0.37,High School,Unemployed,Single,Home,Yes,No,No,0
28,45519.37,13377.0,638.0,106.0,5.0,14.35,12.0,0.12,High School,Part-time,Married,Home,Yes,No,No,0
24,73298.47,44548.0,447.0,293.0,9.0,16.46,60.0,0.53,Bachelor's,Unemployed,Divorced,Personal,Yes,Yes,No,1
38,49894.84,21319.0,595.0,139.0,6.0,19.48,24.0,0.39,Master's,Full-time,Single,Education,Yes,No,No,0
54,59965.2,31685.0,706.0,322.0,19.0,21.34,48.0,0.83,Master's,Full-time,Married,Home,No,No,No,0
69,59581.9,24214.0,777.0,359.0,10.0,14.59,36.0,0.51,High School,Full-time,Married,Personal,Yes,Yes,No,0
33,41521.05,32113.0,323.0,149.0,19.0,12.44,48.0,0.14,Master's,Full-time,Married,Business,No,No,No,0
43,72901.95,18673.0,485.0,325.0,19.0,7.71,48.0,0.29,High School,Full-time,Married,Personal,No,No,No,0
43,53768.36,32877.0,469.0,98.0,16.0,16.56,36.0,0.28,Bachelor's,Part-time,Single,Business,Yes,No,Yes,0
67,27229.8,36865.0,843.0,166.0,12.0,15.32,24.0,0.71,Bachelor's,Full-time,Married,Personal,Yes,No,No,0
51,37150.32,47356.0,737.0,143.0,9.0,9.76,60.0,0.15,Bachelor's,Full-time,Divorced,Auto,No,No,No,0
59,-7333.06,19531.0,600.0,158.0,3.0,13.09,12.0,0.36,Bachelor's,Full-time,Divorced,Auto,Yes,No,No,1
59,56039.84,10657.0,663.0,299.0,17.0,19.4,36.0,0.64,Bachelor's,Unemployed,Married,Auto,No,No,No,1
66,,5520.0,476.0,301.0,10.0,16.98,48.0,0.59,High School,Full-time,Single,Education,No,Yes,No,0
29,34057.0,47109.0,,43.0,18.0,13.86,36.0,0.62,High School,Unemployed,Married,Home,No,No,Yes,1
48,66710.77,37484.0,822.0,339.0,7.0,9.35,24.0,0.55,High School,Self-employed,Single,Business,Yes,Yes,No,0
48,63611.35,30577.0,780.0,86.0,7.0,17.86,36.0,0.24,Bachelor's,Full-time,Married,Personal,No,Yes,No,0
55,39962.45,48599.0,791.0,83.0,9.0,16.99,12.0,0.64,Bachelor's,Full-time,Married,Personal,No,No,No,0
42,85730.68,31558.0,785.0,95.0,16.0,13.35,48.0,0.86,Bachelor's,Part-time,Single,Auto,No,Yes,Yes,0
51,49546.79,42610.0,784.0,301.0,11.0,8.63,12.0,0.13,Bachelor's,Full-time,Married,Education,No,No,No,0
54,95205.37,30669.0,736.0,239.0,9.0,7.26,12.0,0.39,Bachelor's,Part-time,Divorced,Education,Yes,No,No,0
49,22286.42,28838.0,494.0,216.0,1.0,10.8,12.0,0.33,High School,Full-time,Married,Business,Yes,Yes,No,1
68,49617.29,2210.0,765.0,238.0,12.0,23.04,12.0,0.22,High School,Full-time,Married,Business,No,No,No,0
54,51994.96,35955.0,375.0,71.0,3.0,19.71,36.0,0.31,Master's,Full-time,Divorced,Business,No,Yes,No,0
26,54187.74,9058.0,459.0,180.0,19.0,22.66,36.0,0.12,Bachelor's,Part-time,Married,Personal,Yes,No,No,0
69,69326.62,44304.0,,172.0,8.0,21.62,48.0,0.61,High School,Self-employed,Married,Home,Yes,No,No,0
40,122962.55,33699.0,399.0,191.0,7.0,13.37,60.0,0.59,High School,Self-employed,Married,Personal,Yes,No,No,0
25,64101.32,12463.0,415.0,93.0,5.0,14.9,60.0,0.5,High School,Part-time,Married,Auto,No,Yes,Yes,0
56,55484.8,3843.0,679.0,151.0,5.0,7.15,12.0,0.35,Bachelor's,Full-time,Single,Auto,Yes,Yes,No,0
38,33076.01,15335.0,362.0,158.0,5.0,19.0,24.0,0.88,PhD,Full-time,Single,Home,No,No,Yes,1
65,17197.87,20834.0,431.0,326.0,12.0,12.57,12.0,0.6,Bachelor's,Part-time,Single,Education,No,Yes,Yes,1
49,78405.22,28727.0,547.0,295.0,5.0,6.97,24.0,0.81,High School,Part-time,Married,Auto,No,Yes,No,1
51,44064.32,7644.0,694.0,329.0,7.0,5.55,24.0,0.34,Master's,Full-time,Married,Business,No,Yes,Yes,0
50,107083.17,46314.0,710.0,14.0,1.0,18.47,12.0,0.7,Bachelor's,Part-time,Single,Auto,Yes,Yes,Yes,1
67,72364.23,43596.0,727.0,118.0,19.0,13.87,48.0,0.1,Master's,Full-time,Divorced,Business,No,Yes,No,0
27,61831.19,31239.0,625.0,20.0,2.0,3.69,24.0,0.64,Bachelor's,Full-time,Single,Personal,No,No,No,1
56,62882.58,21244.0,845.0,20.0,12.0,21.23,12.0,0.7,Master's,Part-time,Divorced,Education,No,No,No,1
62,63079.54,18528.0,674.0,315.0,10.0,16.82,12.0,0.32,Master's,Part-time,Divorced,Business,No,No,No,0
58,41108.66,41428.0,597.0,220.0,16.0,4.33,12.0,0.9,High School,Full-time,Divorced,Personal,Yes,No,No,0
45,19969.95,1017.0,578.0,105.0,11.0,10.05,24.0,0.5,Master's,Full-time,Married,Personal,Yes,No,No,0
50,43986.3,47388.0,595.0,232.0,18.0,19.03,36.0,0.4,High School,Self-employed,Divorced,Auto,Yes,No,No,0
67,54632.88,6999.0,826.0,64.0,12.0,4.77,24.0,0.25,High School,Part-time,Single,Personal,No,No,Yes,1
52,42043.65,19040.0,414.0,148.0,9.0,19.33,36.0,0.22,High School,Self-employed,Single,Education,Yes,Yes,No,0
56,29278.33,13397.0,792.0,182.0,,14.36,36.0,0.27,Master's,Full-time,Single,Auto,No,Yes,Yes,1
54,40035.79,46386.0,356.0,68.0,7.0,20.33,48.0,0.53,Bachelor's,Unemployed,Single,Auto,No,No,Yes,1
42,75714.65,35055.0,441.0,206.0,13.0,21.89,60.0,0.53,High School,Full-time,Married,Education,Yes,Yes,No,0
53,69963.92,17651.0,708.0,109.0,13.0,20.01,12.0,0.52,High School,Self-employed,Single,Business,Yes,No,Yes,0
44,58428.2,34202.0,377.0,281.0,5.0,5.18,12.0,0.79,High School,Part-time,Single,Personal,Yes,No,Yes,1
54,66741.96,36265.0,301.0,330.0,14.0,13.4,24.0,0.1,High School,Full-time,Married,Home,Yes,No,Yes,0
24,32361.33,40208.0,334.0,54.0,16.0,10.35,60.0,0.31,High School,Full-time,Married,Auto,No,Yes,No,0
39,39091.5,39805.0,694.0,112.0,13.0,14.43,48.0,0.81,High School,Part-time,Single,Home,No,Yes,Yes,0
46,61220.3,41574.0,517.0,212.0,12.0,24.26,12.0,0.18,High School,Part-time,Married,Home,Yes,No,No,1
63,34909.82,35381.0,366.0,45.0,1.0,6.17,24.0,0.26,High School,Full-time,Married,Home,Yes,Yes,No,0
52,57167.96,42678.0,368.0,69.0,8.0,22.11,48.0,0.36,Bachelor's,Unemployed,Married,Auto,Yes,No,Yes,0
24,29749.51,45938.0,523.0,181.0,8.0,24.8,60.0,0.75,Bachelor's,Part-time,Married,Business,No,Yes,No,1
61,22007.74,24548.0,660.0,172.0,15.0,24.79,24.0,0.57,High School,Full-time,Divorced,Business,No,Yes,No,1
67,69721.58,49524.0,757.0,309.0,3.0,20.63,48.0,0.54,High School,Full-time,Married,Education,No,No,No,0
45,75540.92,48515.0,593.0,208.0,8.0,13.51,60.0,0.84,Bachelor's,Self-employed,Divorced,Home,Yes,Yes,No,1
53,42383.58,45632.0,625.0,222.0,18.0,7.33,12.0,0.49,Bachelor's,Full-time,Married,Business,No,No,No,0
68,24590.75,23847.0,502.0,342.0,7.0,16.58,60.0,0.86,Bachelor's,Unemployed,Single,Education,No,No,No,0
43,10832.56,26316.0,596.0,95.0,12.0,16.62,24.0,0.21,Master's,Part-time,Single,Business,No,No,Yes,0
44,91840.0,6695.0,560.0,119.0,15.0,10.3,12.0,0.42,High School,Full-time,Married,Auto,No,Yes,No,0
23,57227.82,14637.0,817.0,35.0,8.0,16.76,36.0,0.76,High School,Unemployed,Married,Auto,Yes,No,No,0
48,42840.13,14878.0,431.0,33.0,16.0,6.01,24.0,0.22,Bachelor's,Full-time,Single,Home,Yes,No,Yes,0
63,47721.77,38280.0,624.0,341.0,5.0,17.13,36.0,0.24,High School,Full-time,Single,Home,Yes,No,No,0
23,16733.35,41728.0,367.0,288.0,5.0,22.78,60.0,0.41,High School,Full-time,Divorced,Education,Yes,No,No,0
47,67397.97,46937.0,425.0,54.0,9.0,13.65,48.0,0.84,Bachelor's,Self-employed,Married,Education,No,No,Yes,1
38,95002.15,5886.0,692.0,22.0,13.0,19.94,12.0,0.25,Bachelor's,Full-time,Single,Home,No,Yes,No,0
61,39344.86,4771.0,701.0,252.0,15.0,17.17,24.0,0.86,Bachelor's,Part-time,Single,Personal,No,No,Yes,0
54,102669.14,31647.0,635.0,43.0,8.0,3.57,12.0,0.64,High School,Self-employed,Divorced,Education,Yes,No,Yes,1
30,52671.9,39672.0,328.0,99.0,12.0,6.12,60.0,0.48,Bachelor's,Full-time,Single,Auto,No,Yes,No,0
64,88335.06,47686.0,344.0,27.0,9.0,20.16,60.0,0.11,Bachelor's,Part-time,Married,Personal,No,Yes,No,1
69,61144.42,48193.0,400.0,63.0,15.0,4.37,48.0,0.52,Bachelor's,Full-time,Single,Personal,No,Yes,No,1
60,61122.62,16094.0,525.0,303.0,15.0,24.06,48.0,0.43,Bachelor's,Full-time,Married,Home,No,Yes,No,1
50,91878.51,20896.0,718.0,314.0,13.0,22.72,24.0,0.73,High School,Unemployed,Divorced,Personal,No,No,No,0
63,70654.08,26674.0,561.0,314.0,15.0,11.29,12.0,0.55,Bachelor's,Full-time,Married,Auto,No,Yes,No,0
47,62496.96,45765.0,591.0,298.0,5.0,10.17,24.0,0.88,Bachelor's,Full-time,Divorced,Home,No,No,No,0
56,16173.26,47346.0,511.0,170.0,10.0,16.68,36.0,0.19,High School,Self-employed,Single,Home,No,No,No,0
46,24855.83,28559.0,755.0,140.0,12.0,16.65,60.0,0.83,PhD,Full-time,Married,Education,Yes,No,Yes,0
45,64171.1,25487.0,535.0,71.0,17.0,5.41,36.0,0.4,Bachelor's,Full-time,Single,Auto,Yes,No,No,0
34,84355.67,12575.0,833.0,42.0,9.0,8.13,36.0,0.51,Bachelor's,Full-time,Single,Business,Yes,No,Yes,0
28,57569.02,19228.0,368.0,239.0,5.0,17.18,12.0,0.78,Bachelor's,Part-time,Married,Education,Yes,No,Yes,1
57,43173.91,4924.0,545.0,268.0,9.0,20.72,36.0,0.65,High School,Unemployed,Divorced,Business,Yes,Yes,Yes,1
66,18216.59,49469.0,536.0,218.0,5.0,7.63,36.0,0.86,High School,Full-time,Married,Business,Yes,Yes,No,0
41,39328.3,30097.0,630.0,138.0,14.0,18.59,48.0,0.89,Bachelor's,Self-employed,Single,Personal,Yes,No,No,1
22,57619.62,46938.0,662.0,199.0,7.0,22.22,24.0,0.61,PhD,Full-time,Single,Education,Yes,No,No,1
29,37870.87,31509.0,830.0,153.0,9.0,6.03,48.0,0.55,Bachelor's,Full-time,Single,Auto,Yes,Yes,No,1
67,35711.07,22265.0,764.0,349.0,12.0,12.94,12.0,0.3,High School,Part-time,Single,Home,No,No,No,0
37,53977.65,17918.0,528.0,213.0,5.0,21.79,24.0,0.32,Master's,Self-employed,Single,Business,Yes,No,No,1
35,83968.23,41345.0,808.0,49.0,7.0,11.47,24.0,0.3,Bachelor's,Part-time,Single,Education,No,Yes,Yes,1
33,68694.39,6730.0,681.0,48.0,5.0,9.29,60.0,0.73,Bachelor's,Full-time,Divorced,Business,No,Yes,No,1
44,60717.44,9476.0,426.0,358.0,17.0,19.53,60.0,0.59,Bachelor's,Full-time,Married,Business,No,Yes,No,0
36,58769.73,41755.0,413.0,345.0,11.0,12.12,36.0,0.69,Bachelor's,Full-time,Single,Business,Yes,Yes,Yes,0
49,66023.53,11861.0,542.0,243.0,5.0,18.69,24.0,0.75,PhD,Self-employed,Married,Personal,Yes,No,No,1
55,52797.37,26705.0,444.0,346.0,4.0,6.22,24.0,0.81,Bachelor's,Full-time,Divorced,Home,No,Yes,No,1
23,46778.37,42463.0,,341.0,1.0,15.4,60.0,0.22,Bachelor's,Full-time,Single,Personal,Yes,No,Yes,0
53,69763.88,5141.0,637.0,268.0,1.0,11.66,36.0,0.8,Master's,Full-time,Married,Home,No,Yes,No,0
44,50492.09,41704.0,707.0,262.0,14.0,24.94,60.0,0.62,Master's,Unemployed,Divorced,Auto,No,No,No,0
43,31228.05,30839.0,467.0,243.0,9.0,16.21,24.0,0.83,Master's,Full-time,Single,Home,No,No,No,1
46,83866.0,23245.0,466.0,170.0,1.0,18.17,12.0,0.84,Bachelor's,Part-time,Married,Home,No,No,Yes,1
43,17601.45,19767.0,832.0,41.0,8.0,6.32,60.0,0.44,PhD,Full-time,Single,Business,No,No,Yes,0
43,85366.46,19831.0,464.0,12.0,13.0,24.83,48.0,0.67,High School,Full-time,Single,Home,No,No,Yes,1
63,65129.1,38572.0,561.0,267.0,9.0,4.61,60.0,0.76,High School,Full-time,Married,Personal,No,No,No,0
27,35616.99,48083.0,560.0,203.0,15.0,5.02,24.0,0.31,High School,Unemployed,Single,,Yes,Yes,No,0
36,55485.09,20653.0,474.0,293.0,11.0,5.13,36.0,0.49,Bachelor's,Unemployed,Married,Home,No,Yes,No,1
64,46422.73,9568.0,395.0,258.0,4.0,22.22,24.0,0.31,Bachelor's,Full-time,Married,Business,No,Yes,No,1
58,71154.51,43145.0,656.0,199.0,8.0,19.16,36.0,0.17,Bachelor's,Full-time,Married,Auto,No,No,No,1
54,70758.63,28855.0,669.0,317.0,13.0,,24.0,0.66,PhD,Full-time,Divorced,Personal,Yes,Yes,Yes,1
29,64227.27,40830.0,441.0,158.0,17.0,4.93,48.0,0.56,High School,Full-time,Married,Home,Yes,No,No,1
65,69927.66,15379.0,466.0,199.0,4.0,18.37,48.0,0.42,Master's,Unemployed,Divorced,Business,Yes,No,Yes,1
65,52703.35,3847.0,618.0,292.0,10.0,14.97,36.0,0.27,Master's,Full-time,Married,Business,No,No,No,0
26,90233.5,25042.0,634.0,279.0,2.0,17.24,48.0,0.25,High School,Full-time,Married,Personal,Yes,No,No,0
60,79472.14,24830.0,773.0,91.0,15.0,14.53,12.0,0.32,Bachelor's,Self-employed,Single,Personal,No,No,No,0
25,45459.89,25467.0,444.0,67.0,18.0,18.02,12.0,0.89,Master's,Part-time,Married,Home,No,No,No,1
27,,34500.0,353.0,63.0,14.0,23.0,48.0,0.87,Master's,Full-time,Married,Business,No,Yes,No,0
66,69471.65,41081.0,421.0,143.0,3.0,16.13,60.0,0.78,Bachelor's,Full-time,Divorced,Home,No,Yes,Yes,0
53,49804.77,24620.0,423.0,273.0,1.0,22.77,48.0,0.15,Master's,Full-time,Single,Education,Yes,Yes,No,1
51,48234.87,46577.0,466.0,67.0,3.0,20.32,36.0,0.77,Bachelor's,Full-time,Divorced,Auto,Yes,Yes,Yes,1
68,79290.16,35926.0,321.0,234.0,13.0,22.1,48.0,0.7,Bachelor's,Full-time,Single,Home,No,No,No,1
56,54706.12,25195.0,575.0,313.0,8.0,17.67,48.0,0.85,Bachelor's,Full-time,Single,Auto,Yes,Yes,No,0
61,,45254.0,707.0,122.0,17.0,14.65,36.0,0.47,Bachelor's,Full-time,Divorced,Auto,No,No,No,0
37,83022.08,29222.0,781.0,300.0,16.0,5.0,12.0,0.51,Bachelor's,Full-time,Married,Home,No,Yes,No,0
34,105666.78,5619.0,598.0,52.0,16.0,21.45,60.0,0.55,High School,Part-time,Divorced,Business,No,No,No,0
63,44467.5,11503.0,576.0,26.0,12.0,8.7,24.0,0.54,Bachelor's,Full-time,Divorced,Auto,Yes,Yes,No,0
51,50581.99,33287.0,621.0,35.0,19.0,4.29,60.0,0.35,Master's,Part-time,Single,Personal,No,No,No,0
